HIP,Longitudine galactică,Latitudine galactică,Nume,Constelație,Tipul Spectral,Clasă de luminozitate,Index B-V (culoare),Magnitudine absolută(VMag),Luminozitate(Lum),Magnitudine aparentă (Vmag),Temperatură efectivă,Radius,Mass
71825,78.19845801,62.00616273,,Bootes,G,,0.7,3.47,3.94,8.21,6025,1.558,1.12
72187,77.4858218,61.30867633,,Bootes,F,,0.51,3.64,3.3,8.82,6080,1.459,1.138
72066,79.1576603,61.16235382,,Bootes,F,4,0.292,2.79,6.37,6.737,7024.1,1.718,1.55
71618,78.75689592,62.41648533,33 Bootis (HR 5468),Bootes,A,5,0.03,1.61,20.94,5.387,9638,1.694,2.46
71499,79.80516697,62.44396957,,Bootes,F,5,0.564,2.72,7.23,8.29,6270.7,2.008,1.223
71611,80.48460216,61.95964395,,Bootes,F,,0.536,3.13,4.88,8.51,6222,1.915,1.2
70792,80.86101465,63.97241108,,Bootes,K,,0.87,6.17,0.37,9.74,5107,0.746,0.86
71104,80.76619089,63.19702601,,Bootes,F,,0.544,3.85,2.58,8.19,6168.6,1.355,1.18
70449,83.18948508,64.12378211,,Bootes,G,,0.716,3.91,2.64,9.08,5688,1.767,1.012
71371,81.42087177,62.30416706,,Bootes,F,,0.446,2.27,11.09,8.54,6694.6,2.15,1.419
71381,83.5805519,61.61535604,,Bootes,A,3,0.178,2.54,8.06,8.67,7986,1.742,1.925
71235,84.01067542,61.83722798,,Bootes,A,,0.062,0.98,35.82,6.514,9087,2.487,2.298
71165,84.33937203,61.88670652,,Bootes,K,5,1.055,6.61,0.29,9.74,4647.2,0.803,0.74
71482,84.61799444,61.00765922,,Bootes,G,,0.615,2.94,6.05,9.23,6135,2.303,1.161
67886,73.55150223,73.46216384,,Canes Venatici,F,,0.533,4.41,1.5,9.64,6086,1.347,1.141
67921,73.54226429,73.36688246,,Canes Venatici,F,,0.454,3.87,2.57,7.45,6407,1.292,1.29
67460,76.24728379,74.09672972,,Canes Venatici,G,5,0.56,4.87,1,9.02,5943,0.891,1.09
67631,76.69019722,73.52969715,,Canes Venatici,F,5,0.555,2.26,11.12,8.37,6205.1,2.272,1.193
68262,75.97696609,72.00090903,,Canes Venatici,G,3,0.649,4.26,1.82,9.7,5852,1.264,1.057
68461,77.26155913,71.13737839,,Canes Venatici,G,3,0.703,4.32,1.79,8.93,5719,1.365,1.02
67177,78.47914783,74.50777812,,Canes Venatici,F,,0.558,3.81,2.69,7.59,6151.9,1.356,1.17
66945,81.87173086,74.45756883,,Canes Venatici,F,,0.399,2.48,9.35,8.26,6631.3,1.611,1.392
67041,82.82486302,73.93193164,,Canes Venatici,G,,0.709,3.98,2.45,8.85,5624.8,1.604,1
66954,84.4616257,73.75587061,Gliese 523,Canes Venatici,K,,1.101,7.03,0.21,9.23,4526,0.722,0.71
67900,84.37486712,70.88121988,,Canes Venatici,G,,0.765,5.15,0.87,9.52,5570,0.907,0.98
68745,78.86415606,69.9663552,,Canes Venatici,K,5,1.577,8.11,0.18,10.76,4109,0.686,0.64
68963,78.9628369,69.29495547,,Canes Venatici,G,,0.463,3.52,3.33,9.05,6465.6,1.344,1.315
68645,78.67915171,70.29594086,,Canes Venatici,G,,0.563,3.57,3.54,8.33,6021.2,1.717,1.11
68433,80.58772158,70.41196521,,Canes Venatici,G,,0.464,3.62,3.21,8.493,6371.5,1.613,1.27
68585,81.82125646,69.63855255,,Canes Venatici,G,,0.554,2.41,10.01,8.53,6056.3,2.907,1.129
68990,80.68780469,68.75784805,,Bootes,G,,0.68,5.68,0.5,9.92,5635,0.88,1
68838,82.94518765,68.5182342,,Canes Venatici,F,5,0.469,3.38,3.92,8.64,6446.8,1.779,1.31
68497,82.03728815,69.84194655,,Canes Venatici,G,,0.583,2.39,9.86,8.46,6249,2.279,1.213
67883,85.21565087,70.68409905,,Canes Venatici,F,,0.433,3.3,4.26,8.39,6720.9,1.41,1.43
67800,86.9184122,70.34846132,,Canes Venatici,A,5,0.053,0,89.24,6.856,9239,3.116,2.342
68233,85.6252102,69.55944215,,Canes Venatici,K,,1.567,7.58,0.27,11.55,4427,0.713,0.69
68658,85.50886286,68.3102512,,Canes Venatici,F,,0.474,3.62,3.04,9.87,6488.4,1.736,1.33
68403,89.55465473,67.60168038,,Canes Venatici,K,,1.297,8.01,0.11,10.27,4124,0.737,0.65
66588,87.35718441,74.14577067,,Canes Venatici,G,,0.615,4.14,2.01,9.53,5799,1.152,1.042
67106,86.44288736,72.67163014,,Canes Venatici,K,,0.633,2.95,6.09,8.89,5888,2.317,1.068
67194,87.52100361,72.06102358,HR 5179,Canes Venatici,A,5,0.211,2.28,10.17,5.893,7709,1.716,1.81
67039,89.73420891,71.83509866,,Canes Venatici,G,,0.456,3.36,3.86,9.11,6597,1.589,1.376
67044,90.12950152,71.6652825,,Canes Venatici,G,,0.415,3.87,2.38,9.45,6571,1.35,1.365
67158,90.2653763,71.22270604,,Canes Venatici,G,,0.446,3.92,2.29,9.04,6311.8,1.402,1.242
67294,90.54302437,70.63567162,,Canes Venatici,F,1,0.319,2.1,11.93,8.05,7263,1.854,1.64
66464,92.38206103,72.84452462,,Canes Venatici,F,,0.507,4.29,1.8,8.41,6112.6,1.229,1.15
66261,96.16842805,72.10778533,,Canes Venatici,G,,0.7,3.45,3.98,8.97,5656,1.897,1.004
66110,97.977818,71.79782638,,Canes Venatici,K,,1.08,6.77,0.26,9.33,4472,0.83,0.7
66848,91.79843234,71.72520399,,Canes Venatici,G,,0.68,3.82,2.87,8.78,5696.8,1.576,1.01
66905,94.29174376,70.46238551,,Canes Venatici,G,,0.663,4.9,1.02,9.39,5250.5,1.131,0.9
66493,95.88263413,71.24089178,,Canes Venatici,G,,0.612,4.29,1.76,9.16,6010,1.324,1.11
66294,98.47933941,70.79321204,HR 5116,Canes Venatici,A,5,0.205,1.6,19.1,6.84,7862,2.492,1.875
67581,87.84456634,70.69108937,,Canes Venatici,A,,0.16,2.28,10.24,7.658,8147,1.639,1.987
67529,88.96614695,70.48896465,,Canes Venatici,F,4,0.373,2.18,11.84,6.997,6745.1,2.807,1.44
67768,89.28585958,69.59182334,,Canes Venatici,F,,0.573,2.91,6.39,8.8,6139.2,1.756,1.163
68134,89.71880691,68.38593289,,Canes Venatici,F,5,0.612,4.32,1.81,7.65,5793.6,1.196,1.04
68187,91.06262236,67.66257206,,Canes Venatici,F,5,0.448,3.23,4.33,9.17,6803,1.975,1.464
66953,96.72953546,69.0504414,,Canes Venatici,F,,0.432,4.22,1.74,9.8,6477,1.21,1.321
66526,98.97627964,69.49667348,,Canes Venatici,G,,0.595,4.55,1.36,8.47,6018,1.053,1.11
66718,99.26083012,68.52489953,,Canes Venatici,F,,0.523,2.23,11.5,7.54,6274,3.031,1.224
66625,99.59543741,68.70893253,Gliese 521,Canes Venatici,M,5,1.368,9.67,0.03,10.24,3699,0.498,0.496
66804,99.72318778,67.88363742,,Canes Venatici,G,,0.786,5.67,0.55,9.55,5330,0.864,0.92
69311,82.78446022,67.27922845,,Bootes,K,5,1.172,7.27,0.18,10.03,4371,0.746,0.68
69853,84.15998345,65.34668277,,Bootes,F,,0.488,3.99,2.17,9.13,6430.8,1.159,1.299
69824,85.55696541,64.94748487,Gliese 541.2,Bootes,K,5,1.391,8.8,0.06,10.21,3899,0.583,0.574
69919,86.41956216,64.38379741,,Bootes,F,,0.462,2.69,7.14,8.58,6115.6,3.025,1.15
69732,86.97900028,64.66608934,19 Lambda Bootis (HR 5351),Bootes,A,5,0.087,1.77,16.97,4.168,8659,1.806,2.17
69518,88.07750412,64.83383297,,Bootes,F,5,0.53,4.3,1.66,7.19,6175.2,1.148,1.18
69045,89.07287797,65.84764369,,Bootes,F,,0.518,2.87,6.17,8.88,6265.2,2.037,1.22
68811,91.01770414,65.69911847,,Canes Venatici,F,5,0.355,3.01,5.42,7.7,6881.2,1.593,1.49
68969,90.84404791,65.29396967,,Bootes,F,,0.484,3.41,3.9,8.42,6442.5,1.384,1.3
69121,90.99019481,64.80077475,,Bootes,G,,0.435,3.46,3.5,9.07,6398.3,1.653,1.283
70633,85.2906086,62.9311052,,Bootes,G,,0.61,3.47,3.74,8.34,5952,1.895,1.089
70393,86.21147921,63.20608809,,Bootes,F,,0.559,3.94,2.41,7.93,6130.4,1.325,1.16
70814,85.75347911,62.32813812,,Bootes,A,,0.24,2.48,8.46,8.15,7592,1.72,1.765
70447,87.87593945,62.46057709,,Bootes,F,5,0.397,2.85,6.09,7.64,6524,2.038,1.34
69641,88.82067963,64.2236627,,Bootes,F,,0.382,2.32,9.83,8.48,6663,1.412,1.41
69862,89.82900516,63.19754652,HR 5363,Bootes,F,5,0.466,2.08,12.92,6.326,6535.8,2.884,1.35
69951,90.50299492,62.66345483,,Bootes,A,,0.294,2.74,6.65,7.108,7203,1.601,1.61
70037,91.34964424,62.05368368,,Bootes,F,,0.398,2.71,6.89,8.18,6812,1.754,1.467
70435,90.24428643,61.5048309,,Bootes,G,,0.657,4.29,1.78,8.48,5966.8,1.203,1.09
70487,90.03937436,61.47631302,,Bootes,K,5,1.119,6.99,0.22,10.75,4577,0.725,0.72
70387,90.70542398,61.39645315,,Bootes,F,,0.39,2.72,7.32,7.222,6788.7,1.881,1.46
69709,93.57202497,61.8576472,,Bootes,G,,0.615,4.48,1.54,7.78,5839.2,1.183,1.05
68563,90.96914133,66.50328532,,Canes Venatici,G,,0.578,3.77,2.88,8.04,6256.2,1.358,1.22
69040,92.82046931,64.20076944,,Bootes,F,4,0.372,3.18,4.8,6.809,6828.5,1.493,1.47
68664,94.67932878,64.43554342,,Ursa Major,G,,0.707,4.99,0.97,9.01,5692,0.988,1.01
68438,94.61321423,65.17385214,,Ursa Major,F,,0.468,3.27,4.18,9.1,6454,2.155,1.31
68444,94.64755309,65.13493487,,Ursa Major,F,,0.538,3.29,4.21,8.62,6186,1.416,1.18
68504,94.68548857,64.93787464,,Ursa Major,G,,0.689,4.78,1.16,9.38,5448.9,0.977,0.95
68240,96.699336,64.71012017,,Ursa Major,F,,0.515,4.71,1.13,9.77,5914.4,1.178,1.076
67526,97.85057016,66.3487556,,Canes Venatici,G,,0.599,4.74,1.14,9.72,5976,1.068,1.098
67857,96.63097822,65.93902077,,Canes Venatici,F,,0.44,2.97,5.83,7.53,6773.1,1.735,1.45
67381,99.10691686,66.04207825,,Ursa Major,A,4,0.311,2.17,11.2,7.5,7442,1.713,1.705
68066,96.59823026,65.32314572,,Ursa Major,K,,0.713,4.61,1.38,8.37,5644,1.176,1
67989,99.1125295,64.02621577,,Ursa Major,G,,0.578,3.54,3.41,9.18,6064.5,1.896,1.132
67691,100.0452856,64.40016927,Gliese 532,Ursa Major,K,5,1.317,8.06,0.1,8.82,4075,0.696,0.64
69252,93.95031493,62.98198891,,Bootes,F,,0.584,2.92,6.06,8.82,6081,2.205,1.139
69428,94.655941,62.05182724,,Bootes,G,,0.581,4.2,1.87,9,6111,1.103,1.15
69663,94.11714505,61.72591839,,Bootes,F,,0.461,1.66,18.44,7.62,6447,2.589,1.306
69663,94.11714505,61.72591839,,Bootes,F,,0.461,1.66,18.44,8.582,6790,1.708,1.459
69432,95.1335468,61.78883253,,Bootes,A,,0.12,1.59,19.45,7.81,8368,2.222,2.069
69818,94.8705891,60.88343439,HR 5360,Bootes,A,4,0.07,1.41,23.8,6.201,9016,2.114,2.28
69713,95.23631438,60.96223981,21 Iota Bootis (Asellus Secondus),Bootes,A,4,0.236,2.43,8.82,4.751,7727.8,1.628,1.82
69483,96.45526508,60.91360123,17 Kappa-2 Bootis (Asellus Tertius),Bootes,A,4,0.233,1.03,31.99,4.393,7745,3.004,1.83
69114,96.0614321,62.27186247,,Bootes,G,,0.55,4.24,1.78,8.71,5941,1.291,1.09
69210,97.66325385,60.9936149,,Bootes,G,,0.606,4.69,1.2,8.98,5963,1.027,1.09
68152,99.21676471,63.45778373,,Ursa Major,G,,0.7,3.64,3.35,8.98,5741,1.851,1.026
68637,98.10551123,62.56771877,HR 5280,Ursa Major,A,5,0.026,1.15,32.59,6.157,9099,2.168,2.3
68003,100.5210925,63.02790239,,Ursa Major,F,,0.554,2.46,9.86,8.7,6107.1,1.796,1.149
67832,101.0076374,63.22496041,,Ursa Major,F,,0.418,3.12,4.75,9.31,6546,1.672,1.353
67818,102.122845,62.43519752,,Ursa Major,F,,0.446,3.36,4.11,7.43,6529.7,1.484,1.35
68987,99.16779397,60.72712024,,Bootes,F,,0.528,2.3,10.96,8.43,6354.3,2.501,1.262
68368,100.4718523,61.89151749,,Ursa Major,F,,0.407,1.68,17.94,8.18,6814,2.763,1.468
68304,101.7585618,61.1593062,,Ursa Major,A,5,0.143,0.87,37.53,6.845,8516,2.982,2.12
68553,101.3779339,60.59684284,,Ursa Major,G,,0.486,4,2.15,9.62,6391.4,1.372,1.28
68271,102.3611063,60.78467711,,Ursa Major,G,4,0.635,2.63,8.14,7.93,5978,2.55,1.098
62256,145.5846591,86.66534975,,Coma Berenices,F,5,0.47,4.01,2.27,8.45,6322,1.276,1.25
62077,148.1398863,85.92743836,,Coma Berenices,F,,0.586,4.48,1.45,9.59,5810,1.507,1.045
62406,135.0483174,85.81711271,Gliese 485,Coma Berenices,K,5,1.274,7.6,0.15,9.86,4247,0.757,0.66
61979,141.8222205,83.9180701,,Canes Venatici,F,,0.51,3.21,4.91,9.03,6070.8,2.833,1.134
61623,150.8137625,83.83898419,,Canes Venatici,F,5,0.355,3.6,3.16,8.737,6912,1.639,1.506
61433,152.4594887,83.13034063,,Canes Venatici,G,4,0.682,3.07,5.61,8.804,5576.9,2.671,0.984
62199,135.8814829,83.88001552,,Canes Venatici,F,5,0.477,1.9,15.75,7.75,6382.6,3.291,1.276
62018,138.179013,83.05228806,,Canes Venatici,F,5,0.534,2.47,9.03,8.62,6517,3.448,1.34
62018,138.179013,83.05228806,,Canes Venatici,F,5,0.534,2.47,9.03,10.176,6585,1.512,1.371
62972,117.7530638,83.56585717,HR 4904,Canes Venatici,A,5,0.207,1.81,15.69,6.261,7745,2.039,1.83
63397,109.4118105,82.86856086,,Canes Venatici,F,5,0.38,3.02,5.56,8.68,6621,2.09,1.387
62847,120.4517301,83.38405527,Gliese 9420,Canes Venatici,K,5,1.08,6.56,0.31,9.451,4571,0.782,0.72
63901,104.4648175,80.81068419,14 Canum Venaticorum (HR 4943),Canes Venatici,B,5,-0.059,0.11,109.99,5.197,10839,3.048,2.818
63388,111.4790756,81.82505993,,Canes Venatici,K,4,0.9,6.45,0.29,10.24,4750.1,0.758,0.76
62648,124.3820906,80.25457293,,Canes Venatici,F,,0.54,3.66,3.02,9.39,6106,1.338,1.149
63101,117.3391345,81.13323571,,Canes Venatici,F,,0.43,3.48,3.43,9.46,6603,1.784,1.379
63181,116.7925052,80.20011098,,Canes Venatici,K,5,1.06,7.03,0.2,10.05,4551,0.715,0.72
61519,147.6450729,82.46412056,,Canes Venatici,F,,0.47,3.29,4.14,8.8,6304,1.946,1.238
61436,148.469015,82.24432365,Gliese 9412,Canes Venatici,M,5,1.552,7.84,0.21,10.6,3976.6,0.993,0.62
61039,155.7762797,82.0044102,,Canes Venatici,F,5,0.362,2.76,6.86,8.51,6773,2.45,1.452
61437,144.8363679,81.16270341,,Canes Venatici,F,,0.51,4.08,2.02,9.511,6253,2.087,1.21
61205,147.9806124,80.85745895,,Canes Venatici,G,5,0.63,4.89,1.01,9.59,5796,0.923,1.04
61779,139.64101,81.65867843,,Canes Venatici,F,5,0.468,3.57,3.42,8.15,6355.4,1.522,1.26
61961,136.8032759,81.82003616,,Canes Venatici,G,5,0.59,2.7,7.49,9.15,6031,2.094,1.118
62194,131.9313043,81.36928209,,Canes Venatici,A,5,-0.031,1.72,22.88,8.28,10299,2.441,2.65
62006,134.5538458,80.97588042,,Canes Venatici,G,3,0.69,3.79,2.9,9.57,5738,2.067,1.025
61589,141.4010648,80.86711281,,Canes Venatici,G,5,0.671,5.16,0.81,9.69,5700,1.009,1.02
61497,141.725834,80.30017926,,Canes Venatici,F,5,0.492,2.42,9.47,8.76,6288,2.304,1.231
61748,138.5136632,80.80549552,HR 4816,Canes Venatici,A,3,0.095,0.75,42.93,6.445,9000,2.903,2.272
60927,153.6776931,81.05839842,,Canes Venatici,F,5,0.574,2.79,7.21,7.57,5915.2,2.369,1.08
61210,146.5261545,80.41787773,,Canes Venatici,G,5,0.53,4.34,1.72,8.74,5874.1,1.25,1.06
60928,150.9362028,80.35768228,,Canes Venatici,F,,0.489,2.91,6.05,8.52,6402.9,2.447,1.285
60758,150.5071166,79.42146581,,Canes Venatici,A,3,0.156,1.54,20.2,7.658,8371,2.855,2.07
61430,142.8230729,80.36901511,,Canes Venatici,F,,0.542,3.69,3.03,9.4,6014,2.478,1.112
61435,142.3113004,80.17543292,,Canes Venatici,F,,0.412,3.1,5.04,8.22,6696,1.603,1.42
61424,142.2707817,80.0846566,,Canes Venatici,F,5,0.46,1.92,15.04,7.268,6443.7,3.062,1.305
61383,142.9994071,80.14962874,,Canes Venatici,F,,0.439,3.6,3.27,9.1,6416.4,1.4,1.292
61477,139.507127,79.09615191,,Canes Venatici,F,,0.48,2.99,5.48,9.04,6072.6,2.04,1.135
61206,143.7044198,79.30819707,,Canes Venatici,F,,0.516,4.14,2.02,9.02,6222,1.285,1.2
61488,139.0172052,78.85181051,,Canes Venatici,F,,0.4,4.07,1.98,9.57,6405,1.181,1.286
62338,128.8441806,80.29424001,,Canes Venatici,F,,0.651,5.06,0.88,10.09,6095,1.046,1.144
62357,128.5718182,80.22739417,,Canes Venatici,F,5,0.454,2.97,5.89,9.16,6602,1.485,1.379
62273,128.6987092,78.705411,,Canes Venatici,K,,0.493,3.44,3.62,9.07,6282,1.966,1.228
62641,124.3147724,79.60798809,HR 4875,Canes Venatici,A,5,0.17,0.67,44.92,5.881,8340.6,3.223,2.059
62762,122.6944786,78.75941466,,Canes Venatici,G,,0.65,4.96,0.97,10.28,5751,1.013,1.028
62577,124.9267112,78.07466246,,Canes Venatici,G,,0.56,4.82,1.05,10.31,6074,1.031,1.136
61920,132.8615469,78.54534115,,Canes Venatici,F,5,0.397,3.07,4.95,8.32,6642,1.619,1.396
61619,136.0747318,78.08967642,,Canes Venatici,F,5,0.495,3.6,3.28,7.34,6363.9,1.365,1.27
61696,134.3344164,77.53784897,,Canes Venatici,A,5,0.047,0.52,56.41,7.6,8768,2.993,2.201
61609,135.385748,77.44906774,,Canes Venatici,G,,0.639,5.37,0.65,10.13,5716.5,0.974,1.019
62207,128.8304687,77.77578294,10 Canum Venaticorum (HR 4845),Canes Venatici,F,5,0.557,4.75,1.2,5.956,5911,0.996,1.08
61854,131.8978241,76.65152313,,Canes Venatici,G,,0.612,4.24,1.84,9.547,5357,0.792,0.93
61854,131.8978241,76.65152313,,Canes Venatici,G,,0.612,4.24,1.84,8.16,6144,1.071,1.17
61880,131.5492698,76.42847048,,Canes Venatici,G,5,0.65,3.98,2.46,8.29,5690.7,1.293,1.01
63999,103.8214182,80.43773548,,Canes Venatici,F,,0.46,3.29,4.33,9.31,6465,2.023,1.31
64012,104.0265425,80.28701048,,Canes Venatici,F,,0.58,4.31,1.69,9.68,5934.4,1.126,1.083
64028,105.6898546,79.3271946,,Canes Venatici,G,3,0.712,4.33,1.79,8.14,5641,1.292,1
63857,108.8752738,78.74236402,,Canes Venatici,G,3,0.8,5.09,0.95,9.8,5406,2.076,0.94
64484,102.1601679,77.96507454,,Canes Venatici,F,5,0.474,2.89,6.42,6.838,6319.1,1.985,1.25
64246,105.1777199,77.98020593,17 Canum Venaticorum (HR 4971),Canes Venatici,F,5,0.294,1.9,14.32,5.927,7123,2.282,1.58
64244,105.5739399,77.77119286,,Canes Venatici,A,4,0.176,0.44,55.43,7.18,8043,3.426,1.947
64104,107.1674497,77.87050527,,Canes Venatici,G,4,0.756,4.07,2.33,8.4,5862,1.191,1.06
63622,110.8950957,79.52604625,,Canes Venatici,F,5,0.523,2.68,7.75,8.1,6209.1,2.395,1.194
63551,112.7735003,78.8840758,,Canes Venatici,A,4,0.012,1.14,33.59,7.83,10034,2.242,2.571
63317,115.7753297,78.75058687,,Canes Venatici,G,5,0.738,5.45,0.65,8.67,5414,0.824,0.94
63322,115.7260607,78.74784087,,Canes Venatici,G,5,0.852,6.25,0.34,9.28,4827,0.864,0.78
63621,112.6266892,78.02709373,,Canes Venatici,G,,0.47,4.01,2.12,9.24,6330,1.163,1.251
64928,100.9384354,76.05399684,,Canes Venatici,G,5,1.068,3.9,3.57,8.1,6076,1.186,1.14
64692,104.5736867,75.40258071,19 Canum Venaticorum (HR 5004),Canes Venatici,A,5,0.198,1.42,22.38,5.783,7962,2.371,1.92
64889,102.2986665,75.5131491,,Canes Venatici,K,,0.482,3,5.62,8.25,6334,1.701,1.252
65359,101.3011718,73.59896088,,Canes Venatici,K,3,1.045,5.34,0.92,10.35,4949,1.062,0.81
64123,110.9302909,74.57932671,,Canes Venatici,F,5,0.426,2.61,7.59,8.68,6634,1.83,1.393
64234,110.399725,74.12551535,,Canes Venatici,G,,0.598,4,2.25,9.22,6003,1.292,1.108
65091,104.5896109,72.96837032,,Canes Venatici,K,3,0.817,5.51,0.65,8.12,5279,0.926,0.91
64450,109.666718,73.04688758,,Canes Venatici,K,3,0.897,6.61,0.25,10.68,4916,0.67,0.81
64694,108.316263,72.5282082,,Canes Venatici,K,3,0.82,5.75,0.52,10.22,5312.6,0.93,0.91
63418,116.1384614,76.54377333,,Canes Venatici,F,3,0.394,1.69,17.6,8.16,6861,2.934,1.487
62789,122.477752,76.88624388,,Canes Venatici,F,5,0.387,2.65,7.62,8.1,6768.8,1.945,1.45
62993,120.5656064,75.98553676,,Canes Venatici,G,4,0.782,7.13,0.14,11.46,5187.5,0.753,0.88
63928,112.1215249,75.27705307,,Canes Venatici,A,5,0.234,2.47,8.63,8.67,7351,1.947,1.67
63874,112.6630608,75.16642595,,Canes Venatici,F,5,0.506,3.27,4.24,8.67,6290,1.651,1.232
63473,116.452328,75.08526061,,Canes Venatici,F,5,0.339,2.69,7.35,8.72,6925.1,1.914,1.511
63506,116.3340614,74.79634312,,Canes Venatici,K,5,1.577,8.3,0.15,11.36,4177,0.629,0.65
62935,121.1515668,75.29730792,,Canes Venatici,G,,0.705,3.67,3.33,8.54,5593.2,1.994,0.988
62634,123.894473,74.90768154,,Canes Venatici,F,4,0.49,1.97,14.01,8.5,6402,2.559,1.285
62363,125.9876532,73.94881332,,Canes Venatici,F,2,0.48,2.67,7.49,7.91,6489.5,2.058,1.326
62802,122.4488494,74.47395517,,Canes Venatici,F,4,0.459,3.2,4.44,8.65,6323.3,1.498,1.247
63179,119.5989354,73.54251368,,Canes Venatici,A,4,0.113,-0.38,120.11,6.959,7927.1,4.144,1.9
63759,115.2006675,72.81598778,,Canes Venatici,K,5,1.05,6.48,0.33,8.93,4535,0.934,0.71
63433,117.8851484,72.52840567,,Canes Venatici,G,4,0.716,3.91,2.64,8.82,5674,1.209,1.01
64306,112.1031796,71.53903227,,Canes Venatici,K,3,0.853,6.88,0.19,11.06,4735,0.712,0.76
63594,117.1007756,71.56699622,,Canes Venatici,F,4,0.515,3.97,2.24,9.32,6235.1,1.383,1.206
63241,119.1383271,73.26150926,,Canes Venatici,F,5,0.467,2.62,8.08,8.11,6512.6,1.918,1.337
63053,120.6694932,72.8203316,,Canes Venatici,F,5,0.47,4.61,1.23,8.97,5996.7,1.194,1.11
62816,122.4873385,70.34980028,,Canes Venatici,G,,0.632,4.9,1.04,8.489,5820.6,0.984,1.05
62854,122.1816929,69.46726597,,Canes Venatici,F,,0.501,4.11,1.96,8.929,6348,1.225,1.26
61085,141.6093347,77.60194059,,Canes Venatici,G,,0.44,4.17,1.81,9.13,6297,1.193,1.235
61010,141.6446964,77.09940635,,Canes Venatici,F,5,0.458,3.49,3.63,7.679,6393.9,1.397,1.28
60551,147.8017391,77.4922726,,Canes Venatici,G,5,0.585,4.95,1.04,8.023,5712.1,0.98,1.02
59887,155.8610794,77.34676497,,Canes Venatici,G,5,0.69,5.31,0.72,9.86,5621.6,0.919,1
59783,153.7777416,76.23523017,,Canes Venatici,A,5,0.305,1.65,18.39,7.694,7001,4.02,1.54
59766,153.6844938,76.15757385,,Canes Venatici,A,5,0.062,1.53,21.59,8.15,9171,2.195,2.32
59471,155.8247303,75.72575391,,Canes Venatici,G,4,0.636,2.86,6.61,8.52,5964,2.098,1.093
59868,150.817878,75.59644089,,Canes Venatici,A,5,0.197,2.04,12.66,7.196,8051,1.659,1.95
59904,149.9680144,75.45305786,,Canes Venatici,G,5,0.957,6.23,0.37,9.39,4975,0.75,0.82
60286,147.7955361,76.26350844,,Canes Venatici,G,5,0.863,6.42,0.29,10.32,5119,0.732,0.86
60094,148.9460102,75.84293827,,Canes Venatici,G,4,0.665,4.3,1.79,8.375,5792,1.358,1.04
60101,146.3519268,74.70491463,,Canes Venatici,F,,0.511,3.41,3.88,7.86,6266.4,1.625,1.22
61364,138.1502571,77.40031467,,Canes Venatici,K,,0.92,6.67,0.24,11.04,4826,0.871,0.78
61234,139.0700765,77.01393143,,Canes Venatici,F,,0.504,4.58,1.27,9.54,6367,1.232,1.268
61471,136.4619585,77.03055931,,Canes Venatici,A,5,-0.024,-0.21,130.41,7.281,10354,2.738,2.667
61276,137.4462643,76.21281072,,Canes Venatici,K,5,1.002,6.62,0.27,10.05,4764.8,0.747,0.77
61277,137.0539081,75.90350046,,Canes Venatici,G,,0.522,3.39,4.14,8.5,6132.5,1.655,1.16
61317,136.1274534,75.31517082,8 Beta Canum Venaticorum (Chara),Canes Venatici,G,5,0.588,4.61,1.28,4.247,5884,1.08,1.07
61692,132.8796474,76.00795622,9 Canum Venaticorum (HR 4811),Canes Venatici,A,5,0.204,2.19,11.09,6.364,7651.3,1.869,1.79
60659,140.1269629,73.89991086,,Canes Venatici,F,,0.387,3.86,2.4,8.96,6681,1.51,1.413
60411,141.338035,73.38428415,,Canes Venatici,G,,0.548,4.35,1.63,8.87,6216.9,1.214,1.2
60413,141.0867914,73.2199749,,Canes Venatici,F,,0.435,3.88,2.6,8.79,6392.7,1.343,1.28
60571,140.121312,73.37831658,,Canes Venatici,F,,0.368,2.56,7.91,7.151,6826,2.14,1.47
61335,134.8798876,74.33350666,,Canes Venatici,F,,0.47,4.17,1.84,8.98,6399,1.398,1.283
59405,155.3698983,75.35422649,,Canes Venatici,F,5,0.433,3.42,3.83,8.03,6617.1,1.419,1.39
59534,153.2861966,75.07226346,Gliese 3714,Canes Venatici,M,5,1.456,8.99,0.06,11.313,3646,0.651,0.628
59175,155.8849906,74.57702098,,Canes Venatici,F,,0.515,3.97,2.4,7.33,6164.1,1.299,1.17
59161,155.1948406,74.29846346,,Canes Venatici,F,5,0.476,3.42,3.67,8.98,6481,1.315,1.322
59280,153.672751,74.28227159,Gliese 3706,Canes Venatici,G,4,0.794,5.51,0.64,7.465,5382,0.903,0.93
59378,151.2376135,73.77027288,,Canes Venatici,M,5,1.34,8.94,0.05,10.552,3941,0.545,0.541
59651,147.4861479,73.14254623,,Canes Venatici,F,5,0.488,3.58,3.38,8.28,6372,1.56,1.27
58792,155.6150513,73.1032469,,Ursa Major,F,5,0.501,3.2,4.55,9.15,6301.2,1.446,1.237
58752,155.407725,72.86809368,,Ursa Major,F,5,0.402,2.08,12.39,8.23,6783.4,3.915,1.456
59085,152.2145705,72.88006197,,Canes Venatici,G,5,0.643,4.03,2.26,9.27,5776,1.453,1.035
58702,153.1229945,71.8081984,,Ursa Major,G,,0.607,5.47,0.59,10.1,5811,0.906,1.045
58648,152.1629964,71.14302483,,Ursa Major,F,5,0.485,3.14,4.76,8.85,6324,1.627,1.248
