HIP,Longitudine galactică,Latitudine galactică,Nume,Constelație,Tipul Spectral,Clasă de luminozitate,Index B-V (culoare),Magnitudine absolută(VMag),Luminozitate(Lum),Magnitudine aparentă (Vmag),Temperatură efectivă,Radius,Mass
82339,3.76027448,18.16170701,HR 6240,Ophiuchus,A,5,0.234,1.84,15.21,6.18,7638,2.092,1.78
82283,3.59640437,18.25502411,Gliese 3973,Ophiuchus,M,5,1.468,9.59,0.03,10.888,3653,0.543,0.539
82384,4.05541462,18.187481,,Ophiuchus,G,5,0.599,4.78,1.1,8.82,5982,1.027,1.1
82525,4.88705435,18.15838379,,Ophiuchus,F,5,0.471,3.17,4.82,7.73,6460.3,1.705,1.31
84256,4.57228862,11.71977432,,Ophiuchus,G,5,0.618,4.2,1.9,9.41,6197,1.3,1.189
83920,4.97136421,13.22909528,,Ophiuchus,A,5,0.108,2.6,7.78,8.33,8747,2.023,2.195
84149,5.6835343,12.78377599,,Ophiuchus,A,5,0.053,1.67,19.31,7.56,9031,1.637,2.282
84227,6.40525425,13.04944192,,Ophiuchus,A,,0.337,2.76,6.55,8.75,7818,2.501,1.857
83917,5.52918229,13.61576833,,Ophiuchus,F,5,0.311,2.69,7.04,7.71,7515,1.908,1.734
84459,7.08891398,12.62336844,,Ophiuchus,F,5,0.48,2.55,8.23,7.7,6599,1.967,1.38
84675,7.59033533,12.18123493,,Serpens,A,3,0.201,1.48,21.18,7.61,8132,2.272,1.982
84269,7.30782128,13.45214727,,Ophiuchus,A,5,0.168,1.57,19.66,6.7,8126,2.342,1.979
84190,7.50672199,13.87817501,,Ophiuchus,B,5,0.135,2.09,12.27,7.94,9025,2.179,2.28
85105,8.24358662,11.17850937,,Serpens,F,4,0.43,2.15,11.72,6.65,6443,2.92,1.3
85562,10.65556652,11.09848611,,Serpens,F,5,0.594,2.13,12.73,7.91,6282.5,2.83,1.228
85871,11.65773822,10.64348985,,Serpens,A,5,0.121,1.14,29.53,7.264,8113,3.036,1.974
85026,9.0527085,11.94029747,Gliese 1217,Serpens,K,5,1.363,8.76,0.06,10.89,3995,0.632,0.62
84712,8.3267045,12.56051491,,Serpens,F,5,0.553,3.06,5.36,7.81,6292.7,1.863,1.23
85208,10.75603733,12.4244796,,Serpens,A,5,0.34,2.54,7.98,8.38,7219,2.228,1.62
85354,11.11278739,12.12763682,,Serpens,K,5,0.972,6.58,0.28,10.33,4626,0.804,0.73
85397,11.74277195,12.35707045,HR 6496,Serpens,F,5,0.517,3.01,5.57,6.216,6308.7,1.905,1.24
83443,5.01679568,14.94883451,,Ophiuchus,F,5,0.533,4.87,0.98,9.25,6453,1.016,1.31
83107,5.03425101,16.21970816,,Ophiuchus,G,5,0.614,4.28,1.82,8.21,5908.6,1.247,1.07
84058,7.25569635,14.14525647,,Ophiuchus,A,5,0.434,3.29,4.09,9.14,6621,1.667,1.387
84132,7.88972696,14.30078166,,Ophiuchus,G,3,0.699,2.71,7.87,7.267,5740,2.82,1.03
83997,8.30103709,15.07489764,,Ophiuchus,G,5,0.585,4.02,2.2,9.07,5908,1.349,1.07
83777,8.00523066,15.71863987,,Ophiuchus,F,5,0.509,4.09,2,9.32,10099,1.216,2.59
83927,8.27198678,15.32989019,,Ophiuchus,F,5,0.568,4.32,1.65,9.78,6440,1.556,1.3
83090,5.79906417,16.81515253,HR 6302,Ophiuchus,F,4,0.391,2.91,5.76,6.477,6893,1.605,1.5
83136,6.01042443,16.76084328,,Ophiuchus,F,5,0.538,4.08,2.05,9,6849,1.568,1.482
82722,5.43519569,17.80644355,,Ophiuchus,K,5,1.027,6.65,0.27,9.66,4822,0.73,0.78
82701,5.60207235,17.9824241,,Ophiuchus,G,5,0.635,3.72,2.99,8.93,5789,1.684,1.039
83335,7.54468243,17.03159097,,Ophiuchus,A,5,0.51,4.06,2.13,9.38,7023,1.152,1.548
83400,8.37679438,17.32080247,,Ophiuchus,F,5,0.513,4.19,1.83,9.1,7380,1.272,1.681
84895,10.44389169,13.29787046,,Serpens,A,5,0.297,2.91,6.07,7.67,7045,1.518,1.56
84880,10.62689623,13.46236717,53 Nu Serpentis (HR 6446),Serpens,A,5,0.037,0.35,67.05,4.336,9120,3.102,2.31
84913,11.36317353,13.80860193,,Serpens,F,5,0.472,3.81,2.79,7.68,6207.1,1.379,1.19
84618,10.69108253,14.35910658,,Serpens,F,5,0.503,2.43,9.24,8.36,6853,2.055,1.483
84729,11.15202895,14.26683336,,Serpens,A,5,0.183,1.65,18.2,8.18,10551,1.982,2.727
84487,10.60110748,14.746213,Gliese 3996,Ophiuchus,M,5,1.429,8.3,0.1,10.47,4020,0.682,0.63
84034,9.3744821,15.61168374,,Ophiuchus,F,5,0.176,1.86,15.05,6.723,8177,1.786,2
83795,8.88953561,16.24331223,,Ophiuchus,F,5,0.671,3.42,4.04,8.86,6423,2.042,1.295
84161,10.5473459,15.87484404,,Ophiuchus,G,5,0.534,4.74,1.11,9.77,5844,0.993,1.05
83699,9.01706276,16.65847603,,Ophiuchus,F,4,0.455,2.43,9.07,7.93,6635,1.903,1.393
83867,9.63387551,16.44882924,,Ophiuchus,F,5,0.513,3.16,5.17,7.7,6095.9,1.85,1.14
84476,11.70197398,15.46758789,,Ophiuchus,K,5,1.03,6.25,0.4,10.48,4507,0.954,0.71
84026,10.95071601,16.62920309,,Ophiuchus,F,5,0.519,3.57,3.24,8.75,6290,1.543,1.232
84182,11.74127683,16.55694614,,Ophiuchus,F,5,0.491,4.41,1.6,7.57,6190,1.077,1.19
84423,12.14333163,15.91201694,,Ophiuchus,F,5,0.462,2.19,11.3,7.33,6495,2.501,1.329
88231,11.13245909,2.45333698,,Sagittarius,A,,0.521,5.09,0.81,9.98,6121,1.06,1.16
88019,11.93551081,3.55640947,,Sagittarius,A,5,0.292,2.52,8.44,7.32,7067,1.847,1.56
87894,11.93264774,3.96234221,,Sagittarius,G,5,0.653,3.37,4.17,8.94,5810,1.686,1.045
87351,10.65714121,4.96029484,,Sagittarius,A,5,0.304,2.05,12.59,8.38,7128,3.18,1.586
87813,12.55938199,4.57249344,HR 6681,Serpens,A,4,0.024,1.59,21.84,5.93,9290,1.948,2.36
89626,15.87922438,0.5910599,,Serpens,B,5,0.228,1.66,18.04,7.98,8874,3.427,2.234
89892,16.66223757,0.1638941,,Serpens,K,5,1.116,7.5,0.14,10.72,4640,0.588,0.74
88558,14.04400942,3.02002658,,Serpens,F,5,0.661,2.62,8.15,7.9,6057.8,2.748,1.129
88706,14.50990513,2.83361145,,Serpens,F,5,0.446,1.55,20.38,7.93,6584,2.454,1.37
86992,11.21101654,6.49276142,,Serpens,F,4,0.558,4,2.22,8.19,6171,1.158,1.18
86683,11.10701326,7.5334787,,Serpens,B,3,0.066,0.68,47.11,7.01,8767,3.575,2.201
86769,13.02814417,8.3466225,HR 6600,Serpens,F,5,0.384,3.14,4.9,6.367,6696.3,1.558,1.42
86938,13.46360333,8.01323417,Gliese 2131 A,Serpens,M,5,1.44,9.33,0.04,11.942,3873,0.555,0.55
87879,14.53734421,5.47641174,,Serpens,A,3,0.316,2.2,10.88,7.54,7414,1.932,1.694
88962,17.43409716,3.61691341,Gliese 4042,Serpens,M,5,1.372,8.31,0.09,10.5,3993,0.683,0.62
88719,17.59307761,4.48364078,,Serpens,F,4,0.525,3.87,2.46,9.16,6038,1.632,1.121
88608,17.85142289,4.97309613,,Serpens,A,4,0.271,2.26,10.29,7.36,7273,1.858,1.64
87729,15.68853108,6.66848784,,Serpens,A,5,0.426,4.14,1.86,9.46,6632,1.654,1.392
87921,16.44936388,6.41987171,,Serpens,G,5,0.651,3.67,3.16,8.37,5745,1.69,1.03
87402,14.90297611,7.21047946,,Serpens,G,4,0.901,5.99,0.45,10.36,4919,0.741,0.81
87708,16.03916024,6.93988025,,Serpens,F,4,0.42,2.8,6.39,6.955,6703,1.857,1.42
88502,17.80700235,5.27973369,,Serpens,F,5,0.576,3.34,4.22,7.63,6065.6,2.052,1.13
88335,18.27648807,6.0830302,,Serpens,F,5,0.549,3.44,3.69,9.07,6057,1.558,1.129
90096,19.04024012,0.69065011,HR 6881,Scutum,B,5,0.006,-0.66,180.46,5.705,10889,4.372,2.833
89672,17.68384164,1.41428326,,Serpens,A,4,0.272,0.36,59.25,7.36,7287,4.194,1.645
90004,18.96405202,1.03039356,,Serpens,G,5,0.713,4.8,1.15,7.95,5571.3,1.082,0.98
89583,18.84171708,2.35479464,,Serpens,G,5,0.705,5.1,0.91,8.9,5480.4,0.953,0.96
89524,18.95349289,2.62312441,,Serpens,F,5,0.634,2.98,5.91,7.73,6327,4.053,1.249
89828,19.29843449,1.7530193,,Serpens,F,4,0.552,2.45,9.23,7.4,6584,2.318,1.37
90083,20.60763764,1.56859017,HR 6878,Scutum,A,4,0.13,1.32,25.01,6.316,10257,2.185,2.638
90979,20.54516606,-1.36058083,Gliese 717 (Wolf 1462),Scutum,K,5,1.263,7.86,0.12,10.03,4217,0.674,0.66
91187,21.50819389,-1.59888075,,Scutum,G,5,0.691,5.44,0.65,8.52,5436.2,0.743,0.95
90943,21.32522136,-0.83983463,,Scutum,G,4,0.735,4.92,1.05,8.96,5437,1.07,0.95
90717,20.89574177,-0.36359759,,Scutum,F,5,0.538,2.13,12.34,7.95,6761,2.088,1.447
91726,23.83306693,-2.09805637,Delta Scuti (HR 7020),Scutum,F,2,0.358,0.74,42.21,4.667,6983,4.205,1.53
90565,21.26198013,0.31159659,,Scutum,G,5,0.606,4.44,1.57,8.58,5923.6,1.042,1.08
90965,23.25267152,0.08466186,,Scutum,F,5,0.392,2.79,6.82,8.05,6874.3,1.977,1.492
88963,18.50352752,4.20050397,,Serpens,K,5,0.793,5.83,0.48,8.83,5360,0.728,0.93
88850,18.5930506,4.60334791,,Serpens,A,4,0.309,2.16,11.3,7.84,7872,2.235,1.879
89589,19.68631686,2.78492244,,Serpens,G,5,0.632,4.05,2.21,8.31,5847.1,1.485,1.06
89544,20.1823591,3.23407983,,Serpens,A,4,0.294,2.12,11.8,7.78,7313,2.241,1.655
89623,20.36142829,3.00893938,HR 6843,Serpens,A,5,0.382,0.69,44.12,6.286,7762,4.445,1.834
89792,20.5518264,2.53306893,,Serpens,F,5,0.589,4.23,1.81,9,6033.5,1.221,1.12
89844,20.81537765,2.5069156,Gliese 4052,Serpens,G,5,0.724,4.06,2.24,6.921,5551,1.679,0.98
88924,19.6623119,4.95476074,,Serpens,K,5,0.905,6.32,0.33,9.94,4964,0.77,0.82
88795,19.71568266,5.41927161,,Serpens,B,4,0.243,2.21,10.81,7.97,7136,2.945,1.589
88582,19.07970611,5.74144919,,Serpens,F,5,0.583,3.52,3.3,8.68,6561.8,1.269,1.36
89181,20.63779254,4.664802,,Serpens,A,5,0.441,1.84,15.41,7.264,7164,2.694,1.599
88996,21.10548708,5.52138334,,Serpens,K,5,0.814,5.7,0.55,9.4,5112,0.92,0.86
90350,22.79200779,1.85967144,,Scutum,A,5,0.202,2.25,10.44,8.35,7749,1.999,1.829
90218,22.58460499,2.20465009,,Scutum,F,5,0.408,2.5,8.78,7.34,6683.3,2.113,1.41
89846,22.24413837,3.26087114,,Serpens,F,4,0.401,2.65,7.3,6.553,6881,1.991,1.49
90030,22.91455392,3.02837746,,Scutum,B,2,0.094,0.66,46.68,7.039,8300,3.885,2.044
90512,24.79449832,2.35226549,,Scutum,F,5,0.473,2.81,6.45,8.57,6687.3,1.323,1.416
89619,22.54287745,4.18001429,,Serpens,A,4,0.333,1.85,15.08,8.37,6763,2.517,1.448
89216,21.94946094,5.26287735,,Serpens,F,5,0.548,3.08,5.14,7.72,6207,1.754,1.19
89728,23.21325687,4.16951507,Gliese 9625,Serpens,K,5,1.06,6.84,0.24,9.28,4711.8,0.694,0.75
90239,24.0012767,2.88919102,,Scutum,F,5,0.604,2.9,6.25,8.66,6082,0.958,1.14
90239,24.0012767,2.88919102,,Scutum,F,5,0.604,2.9,6.25,7.201,6082,1.956,1.14
90131,24.18259355,3.30299349,,Scutum,F,5,0.588,3.2,4.75,8.28,6290.9,2.118,1.232
90246,24.23476766,2.98290013,,Scutum,K,5,1.18,7.52,0.14,10.46,4515.6,0.656,0.71
89780,24.36201468,4.60004608,,Serpens,F,5,0.563,3.68,3.06,8.49,6356.8,1.738,1.263
90147,25.18488705,3.76734584,,Scutum,M,5,1.383,9.12,0.04,11.178,3857,0.536,0.533
89897,24.50700873,4.30221714,,Serpens,K,5,0.92,6.09,0.42,10.38,5020,0.795,0.83
86222,11.76869632,9.46618857,,Serpens,F,5,0.409,3.09,5.1,7.93,6666.7,1.514,1.41
86420,12.36366654,9.17287686,,Serpens,F,5,0.404,3.18,4.48,7.57,6801,1.614,1.46
86049,11.81598639,10.08953376,,Serpens,A,5,0.04,1.55,21.77,6.871,9318,2.128,2.365
86565,13.27884183,9.17043827,56 Omicron Serpentis (HR 6581),Serpens,A,4,0.086,0.61,49.13,4.248,8790,2.692,2.21
85809,12.38226292,11.31770892,,Serpens,A,5,0.368,3.29,4.04,9.23,7352,2.52,1.67
85741,13.64546001,12.272046,,Serpens,F,4,0.521,3.72,2.84,7.45,6342,1.391,1.26
86452,14.3164849,10.20789305,,Serpens,B,4,0.299,1.7,17.33,8.08,10286,2.725,2.646
86416,14.43630346,10.39999716,,Serpens,F,5,0.417,2.67,7.37,7.92,6736.4,2.091,1.437
86702,15.28526127,9.91047717,,Ophiuchus,G,5,0.703,4.89,1.06,9.21,5662,1.094,1.01
86019,13.85797082,11.40201109,HR 6544,Serpens,B,5,0.013,0.09,88.61,5.533,10889,2.806,2.833
86190,15.34305658,11.71406714,,Ophiuchus,F,5,0.56,3.27,4.37,8.68,5908,1.898,1.074
86936,16.03913043,9.50927588,,Ophiuchus,A,5,0.289,2.22,10.68,7.76,6994,3.192,1.537
87256,16.41962314,8.6140122,,Serpens,F,5,0.608,3.42,3.86,8.97,5684,2.065,1.011
87552,16.93221942,7.93256022,,Serpens,F,5,0.576,3.05,5.74,7.92,5958.8,2.229,1.09
87436,17.13336155,8.37888615,,Ophiuchus,A,4,0.349,3.47,3.41,8.83,7548,1.761,1.747
87841,18.5563633,7.84146576,,Ophiuchus,G,5,0.692,4.56,1.42,8.6,5914.4,1.071,1.08
87590,18.4433755,8.6672852,,Ophiuchus,F,5,0.383,3.37,3.89,8.12,6954.7,1.559,1.522
86832,15.8961403,9.7879033,,Ophiuchus,F,5,0.47,2.71,7.19,8.12,6880,1.792,1.494
87101,16.93716429,9.4725522,Wolf 1475,Ophiuchus,F,5,0.672,4.52,1.67,9.68,5357.9,1.749,0.927
86661,16.73363248,10.87992303,,Ophiuchus,K,5,1.05,7.13,0.18,9.74,4791,0.663,0.77
86985,18.21101453,10.54133214,,Ophiuchus,G,5,0.671,3.64,3.29,7.35,5828.9,1.838,1.05
85508,14.56968958,13.62576104,,Ophiuchus,A,5,0.389,2.59,7.7,8.55,6688,1.893,1.416
84883,12.51028298,14.59655138,HR 6449,Serpens,A,4,0.326,3.06,4.93,6.455,6943,1.624,1.52
84678,12.63258609,15.30859781,,Serpens,A,3,0.346,2.71,6.86,7.81,7278,2.072,1.642
85273,14.76293258,14.61547626,,Ophiuchus,A,2,0.477,1.86,15.44,7.228,6297,3.311,1.235
85474,15.65436599,14.3837576,HR 6504,Ophiuchus,F,5,0.57,1.43,23.77,6.383,6479.2,3.577,1.32
86300,16.21672328,11.84205122,,Ophiuchus,G,5,0.571,3.53,3.46,7.97,5997,1.569,1.11
86240,17.01516191,12.47509718,,Ophiuchus,B,4,0.113,1.49,21.53,7.83,8245,2.507,2.024
86509,17.67380281,11.89471598,,Ophiuchus,K,5,1.07,7.12,0.18,10.32,4063,0.948,0.64
86833,18.47851149,11.24677648,,Ophiuchus,F,5,0.682,3.19,4.86,8.01,6001.3,1.882,1.11
85721,16.27247813,13.88599808,,Ophiuchus,F,5,0.526,3.19,4.73,8.41,6820.4,3.929,1.471
85408,16.33632059,15.01844637,,Ophiuchus,G,5,0.634,4.42,1.64,8.38,5770.5,1.284,1.03
86447,18.70337016,12.73668869,,Ophiuchus,F,5,0.634,4.41,1.58,9.38,6074.6,1.136,1.136
86114,18.52029655,13.75146579,,Ophiuchus,F,5,0.458,2.35,10.3,8.04,6739.6,2.12,1.438
85922,18.55595707,14.46170265,HR 6534,Ophiuchus,A,5,0.187,2.2,10.98,5.62,7798,1.707,1.85
88403,19.91840765,6.79484216,,Ophiuchus,F,4,0.573,2.02,13.74,7.72,6420,3.044,1.293
88431,20.02387849,6.79144796,,Ophiuchus,A,4,0.329,2.98,5.35,8.6,7676,1.664,1.799
88011,19.22675748,7.66600405,,Ophiuchus,F,5,0.609,4.07,2.22,8.54,5979.8,2.3,1.1
87884,19.44501534,8.20519308,,Ophiuchus,F,5,0.556,3.99,2.33,8.05,6195.5,1.288,1.19
88165,19.94641272,7.56339688,,Ophiuchus,G,5,0.731,3.55,3.72,9.11,5528,2.442,0.972
88656,20.47601558,6.26499426,,Serpens,F,5,0.526,3.38,3.86,7.111,6231,1.639,1.2
88665,20.52863418,6.27635115,,Serpens,G,,0.61,4.98,0.92,9.75,5678.5,0.961,1.01
95212,31.01053623,-9.58060254,,Aquila,F,5,0.515,2.26,11.31,8.06,6426.3,3.152,1.296
94627,30.2382394,-8.06593923,,Aquila,F,5,0.353,1.7,17.96,6.646,6869.7,3.057,1.49
95433,31.86762111,-9.86637932,,Aquila,A,4,0.233,2.14,11.55,7.7,7590,3.286,1.764
95453,32.38342181,-9.69001254,HR 7366,Aquila,F,5,0.34,1.38,23.7,6.503,7090.1,3.061,1.572
95202,32.17862166,-8.96507303,,Aquila,F,5,0.475,2.78,6.59,7.69,6389,1.84,1.28
95059,32.20787055,-8.51156825,Ross 738,Aquila,K,,0.889,6.77,0.21,10.53,4790.1,0.7,0.77
94370,30.48268332,-7.13291008,,Aquila,G,5,0.561,4.44,1.55,8.06,6130,1.069,1.16
95031,33.48110131,-7.77562178,,Aquila,K,5,0.88,6.59,0.25,9.9,4969,0.718,0.82
96027,34.00983376,-10.67703582,,Aquila,K,,0.63,5.19,0.77,9.49,5690,1.063,1.01
96197,34.50777134,-11.03463597,,Aquila,F,,0.7,4.19,2.03,9.65,6728,1.513,1.433
95494,33.47126872,-9.2645811,,Aquila,G,5,0.679,3.69,3.17,8.59,5874.6,1.995,1.064
95909,34.52736122,-10.09253139,,Aquila,F,4,0.595,2.59,8.3,8.48,5753,2.81,1.029
96392,35.82765945,-10.99677,,Aquila,F,5,0.503,2.78,7,6.995,6318.9,2.303,1.25
95511,35.00273206,-8.54692395,,Aquila,B,5,0.124,1.57,19.88,7.81,9106,2.363,2.304
95622,36.18966325,-8.31642058,,Aquila,G,4,0.772,3.82,2.94,7.99,5386,2.102,0.93
95715,36.76350433,-8.34183027,,Aquila,F,5,0.458,3.62,3.03,7.63,6531,1.414,1.35
95886,36.9705854,-8.79381218,,Aquila,A,5,0.208,2.07,12.35,7.347,7946,1.903,1.909
99587,33.91708223,-22.13295341,,Capricornus,K,5,1.352,7.1,0.26,10.61,4136,0.83,0.65
100235,35.35148301,-23.45100686,,Aquila,G,5,0.616,5.26,0.71,8.98,5836,0.921,1.05
99849,35.74129024,-22.09128354,,Aquila,A,3,0.218,0.23,67.36,6.856,7710,4.787,1.813
99938,35.9637951,-22.30981725,,Aquila,G,5,0.58,4.63,1.38,8.39,5740.9,1.208,1.03
100427,37.44750394,-23.08874623,,Aquila,A,3,0.337,2.74,7,8.05,7166,1.554,1.6
99764,35.86403797,-21.75747706,Gliese 4140,Aquila,M,5,1.351,8.66,0.06,10.19,4019,0.606,0.63
99242,35.43519416,-20.36295973,,Aquila,A,3,0.347,2.24,10.51,7.95,7319,2.507,1.657
99179,35.61319197,-20.11643228,,Aquila,B,2,-0.043,-0.12,129.83,7.064,11489,4.645,3.03
99588,36.52620534,-20.94334898,,Aquila,A,5,0.058,0.96,37.1,6.914,9496,2.964,2.416
99838,37.64967255,-21.1788737,,Aquila,A,5,0.181,0.64,46.05,7.041,7968,3.248,1.918
100930,38.06961083,-24.45444748,,Aquila,A,2,0.293,1.88,14.59,8.01,7254,1.762,1.633
101189,39.24892083,-24.69135119,,Aquila,A,5,0.264,2.66,7.14,8.08,7521,1.547,1.736
101387,40.1690139,-24.88020194,,Aquila,A,5,0.351,2.92,5.63,8.26,7092,2.054,1.573
101136,40.52083766,-23.91110667,,Aquila,F,5,0.551,3.92,2.51,7.63,6140,1.255,1.16
100998,40.35151924,-23.59603465,,Aquila,G,5,0.587,3.68,3.16,7.75,5974.1,1.679,1.1
100570,38.91880073,-22.88226653,,Aquila,F,5,0.426,3.48,3.63,6.747,6568.6,1.333,1.36
100407,39.11753468,-22.23402132,,Aquila,F,4,0.493,2.59,8.08,7.87,6726.1,2.06,1.432
100072,38.76000337,-21.42511206,,Aquila,F,5,0.567,4.28,1.75,7.27,6134.8,1.133,1.16
100783,40.5669418,-22.76394715,,Aquila,F,5,0.484,2.52,8.39,7.48,6222.2,2.236,1.2
100977,41.35525469,-23.04990554,68 Aquilae (HR 7821),Aquila,B,4,-0.049,-0.2,139.62,6.116,10641,3.284,2.755
100720,40.87945407,-22.37006032,,Aquila,F,5,0.448,3.62,3.03,8.48,6555,1.629,1.357
98723,35.4700999,-18.7850584,,Aquila,K,5,1.04,6.57,0.3,9.59,4746,0.761,0.76
99050,37.64986797,-18.72080546,,Aquila,B,5,0.153,0.25,66.19,7.108,8728,3.304,2.189
98643,36.58409381,-17.99851138,,Aquila,B,5,0.162,1.12,29.82,6.714,8163,3.359,1.994
100188,39.83097796,-21.23103099,,Aquila,F,4,0.474,2.99,5.47,8.29,6615,1.486,1.38
99816,39.55449097,-20.19823414,,Aquila,F,4,0.369,2.77,6.5,6.619,6847,2.36,1.48
99604,39.73733262,-19.43438327,,Aquila,A,4,0.241,1.32,24.67,6.899,7710,2.723,1.813
99869,40.50550304,-19.87922626,,Aquila,A,3,0.264,2.29,10.01,7.81,7884,1.995,1.884
100428,40.66479939,-21.55155405,,Aquila,G,,0.814,6.05,0.4,10.26,5240,0.794,0.89
100246,41.32518749,-20.64662688,,Aquila,A,4,0.051,1.4,24.55,7.87,9395,2.742,2.387
100375,41.73887249,-20.87088148,,Aquila,F,5,0.401,3.27,4.14,8.84,6717,2.027,1.429
99332,39.23165118,-18.810222,,Aquila,K,,1.184,7.02,0.23,9.56,4622,0.688,0.73
99289,39.68262479,-18.48753877,,Aquila,F,5,0.413,3.3,4.02,8.26,6994,1.663,1.537
99320,39.90851627,-18.44515819,,Aquila,A,5,0.384,2.61,7.53,8.52,7074,2.893,1.566
99916,41.05104817,-19.78849925,,Aquila,M,5,1.417,9.05,0.05,11.16,3898,0.536,0.532
99665,41.49281648,-18.75310646,,Aquila,G,5,0.713,4.85,1.11,8.53,5620,1.048,1
99711,41.87443046,-18.69828517,,Aquila,K,5,0.938,6.36,0.33,7.79,4955,0.769,0.82
101852,41.5181105,-25.77979431,,Aquila,G,5,0.597,4.6,1.34,7.78,5940.3,1.046,1.09
102135,43.0587148,-26.01149254,,Aquaris,F,5,0.573,2.03,14.4,8.45,6041,2.543,1.122
101619,42.33456807,-24.63602771,,Aquila,F,5,0.344,3.72,2.7,9.11,6923,1.598,1.51
102272,44.14371408,-25.91086211,,Aquaris,G,,0.641,4.88,1.03,9.23,5777,0.984,1.04
102547,44.40782198,-26.77886633,,Aquaris,A,3,0.109,1.53,20.91,8.24,8612,3.206,2.151
102198,44.19151261,-25.6343977,,Aquaris,A,4,0.129,-0.24,105.1,7.319,8579,4.668,2.14
102139,44.40329486,-25.35101965,,Aquaris,F,5,0.508,3.15,4.74,8.34,6436,1.841,1.301
102116,44.60479977,-25.20378433,,Aquaris,A,4,0.16,1.55,19.99,8.13,8284,2.931,2.038
101299,41.7255267,-23.86189404,,Aquila,F,5,0.393,2.43,8.92,8.38,6869,2.638,1.49
101224,42.43422843,-23.27868478,,Aquila,F,5,0.515,3.98,2.21,8.67,6201,1.103,1.19
101598,43.521313,-23.96989575,,Aquila,F,5,0.315,1.62,19.49,7.7,7074,2.377,1.566
101212,43.47497868,-22.70889411,,Aquila,F,5,0.492,3.52,3.37,8.74,6531,1.912,1.346
102914,45.83540807,-27.24292732,Wolf 883,Aquaris,K,,1.035,6.59,0.34,9.79,4584,0.811,0.72
102451,45.4865646,-25.8770011,,Aquaris,F,5,0.592,3.27,4.44,8.65,6130,1.797,1.159
103238,47.49930492,-27.53108965,,Aquaris,F,5,0.496,2.24,11.47,8.24,6502,2.978,1.332
103400,48.38732868,-27.63572577,,Aquaris,A,,0.339,2.95,5.47,8.82,7553,2.162,1.749
103017,47.6838527,-26.66088065,,Aquaris,F,5,0.5,3.06,5.43,8.47,6463,1.884,1.314
102301,46.42412157,-24.8404777,Gliese 4159,Aquaris,M,5,1.449,9.28,0.04,11.469,3791,0.511,0.509
102393,47.04808411,-24.87695953,,Aquaris,G,5,0.656,3.66,3.19,7.55,5810,1.541,1.04
101871,45.82233905,-23.69273891,,Aquaris,F,5,0.495,3.34,3.99,9.17,6217,1.663,1.198
102688,47.44712842,-25.68095015,Wolf 878,Aquaris,A,4,0.28,1.55,19.83,7.89,7578,2.052,1.759
100895,42.41235475,-22.24989988,,Aquila,F,5,0.52,4.14,1.93,7.49,6110.6,1.189,1.15
100896,42.42923354,-22.24421101,,Aquila,F,5,0.519,3.41,3.76,6.71,6295,1.724,1.23
100889,42.93977061,-21.97453302,,Aquila,G,5,0.682,2.67,7.9,7.113,5838,2.695,1.05
101022,42.95649217,-22.36862287,,Aquila,F,5,0.547,4.32,1.71,6.823,6075.6,1.15,1.14
101622,45.51594147,-23.03944357,,Aquila,F,5,0.512,1.97,14.55,7.091,6300,3.119,1.236
100237,42.57104428,-19.98922253,,Aquila,A,5,0.125,1.35,24.41,7.48,8848,2.38,2.226
100133,42.67340506,-19.64432677,,Aquila,M,5,1.43,8.52,0.08,11.018,3787,0.629,0.611
100121,43.85979191,-18.98625646,,Aquila,A,3,0.195,2.22,10.75,6.924,7865,1.945,1.88
100265,44.15855103,-19.28760757,,Aquila,F,5,0.469,2.56,8.33,8,6526.5,1.933,1.344
100664,45.03391,-20.08543188,HR 7803,Aquila,B,4,-0.036,-0.8,234.2,6.139,10233,4.913,2.63
102022,47.64958363,-23.25308121,,Aquaris,G,,0.665,5.65,0.51,10.21,5769,0.915,1.033
102221,49.28158702,-23.02135824,,Delphinus,F,5,0.455,3.58,3.15,8.17,6484,1.512,1.32
101396,47.40178984,-21.2093449,,Delphinus,A,4,0.196,1.78,16.07,7.74,8122,2.542,1.978
101620,48.58812601,-21.35787761,,Delphinus,F,5,0.487,3.8,2.8,7.42,6119.5,1.658,1.15
97871,37.27462135,-15.17639524,HR 7575,Aquila,A,5,0.231,1.11,29.72,5.63,8371,2.702,2.07
98406,39.09221019,-16.06178055,,Aquila,A,5,0.066,1.72,18.19,6.703,9538,1.8,2.428
97367,37.77076671,-13.26411952,,Aquila,A,2,0.457,2.92,5.79,8.22,6586,2.686,1.371
97887,38.42333846,-14.64523315,,Aquila,F,5,0.559,4.37,1.58,9.14,6137,1.183,1.16
97704,38.49218255,-14.01821717,,Aquila,G,5,0.746,6.09,0.36,9.36,5402,0.742,0.94
99025,40.11795786,-17.38419023,,Aquila,F,5,0.544,3.43,3.9,8.03,6214.1,1.944,1.2
98597,39.6011096,-16.34793724,,Aquila,G,5,0.567,3.45,3.71,8.86,6099,1.4,1.146
99100,41.0148236,-17.19492598,,Aquila,G,5,0.734,5.11,0.85,8.26,5595,1.044,0.99
98410,39.96065478,-15.62442104,,Aquila,G,5,0.581,4.79,1.09,8.88,5867,1.215,1.06
99470,42.2068613,-17.75476715,,Aquila,A,2,0.26,1.52,20.37,7.922,7650,2.388,1.789
